Wert,Zeit,Datum
1350 W,15:05:10,08-09-2022
1290 W,15:05:32,08-09-2022
1127 W,15:05:44,08-09-2022
2278 W,15:05:54,08-09-2022
1591 W,15:06:09,08-09-2022
2565 W,15:06:25,08-09-2022
4085 W,15:06:44,08-09-2022
3965 W,15:06:53,08-09-2022
3991 W,15:07:09,08-09-2022
4019 W,15:07:31,08-09-2022
4053 W,15:07:40,08-09-2022
4033 W,15:07:53,08-09-2022
4092 W,15:08:12,08-09-2022
0 W,15:15:41,08-09-2022
133 W,15:15:54,08-09-2022
77 W,15:16:13,08-09-2022
569 W,15:16:28,08-09-2022
2178 W,15:16:38,08-09-2022
4960 W,15:16:57,08-09-2022
4026 W,15:17:09,08-09-2022
1194 W,15:17:31,08-09-2022
4821 W,15:17:40,08-09-2022
1980 W,15:17:53,08-09-2022
3775 W,15:18:12,08-09-2022
680 W,15:18:24,08-09-2022
353 W,15:18:43,08-09-2022
3944 W,15:18:55,08-09-2022
3390 W,15:19:08,08-09-2022
1312 W,15:19:27,08-09-2022
501 W,15:19:39,08-09-2022
33 W,15:19:55,08-09-2022
46 W,15:20:11,08-09-2022
1 W,15:20:42,08-09-2022
0 W,15:20:54,08-09-2022
51 W,15:21:26,08-09-2022
41 W,15:21:41,08-09-2022
39 W,15:21:54,08-09-2022
15 W,15:22:09,08-09-2022
22 W,15:22:31,08-09-2022
57 W,15:22:41,08-09-2022
98 W,15:22:53,08-09-2022
130 W,15:23:09,08-09-2022
244 W,15:23:31,08-09-2022
363 W,15:23:40,08-09-2022
3351 W,15:23:53,08-09-2022
425 W,15:24:12,08-09-2022
309 W,15:24:24,08-09-2022
332 W,15:24:43,08-09-2022
353 W,15:24:55,08-09-2022
389 W,15:25:08,08-09-2022
313 W,15:25:30,08-09-2022
287 W,15:25:39,08-09-2022
0 W,15:25:55,08-09-2022
4 W,15:26:39,08-09-2022
0 W,15:26:54,08-09-2022
881 W,15:27:32,08-09-2022
4137 W,15:27:41,08-09-2022
3984 W,15:27:54,08-09-2022
4019 W,15:28:09,08-09-2022
4029 W,15:28:25,08-09-2022
4035 W,15:28:37,08-09-2022
4082 W,15:28:56,08-09-2022
3363 W,15:29:09,08-09-2022
2038 W,15:29:24,08-09-2022
0 W,15:29:40,08-09-2022
1797 W,15:33:13,08-09-2022
2610 W,15:33:25,08-09-2022
2437 W,15:33:38,08-09-2022
2433 W,15:33:56,08-09-2022
2295 W,15:34:09,08-09-2022
2207 W,15:34:24,08-09-2022
2250 W,15:34:40,08-09-2022
1110 W,15:34:56,08-09-2022
37 W,15:35:11,08-09-2022
0 W,15:35:24,08-09-2022
1070 W,15:36:55,08-09-2022
2488 W,15:37:07,08-09-2022
2490 W,15:37:29,08-09-2022
2502 W,15:37:38,08-09-2022
2548 W,15:37:57,08-09-2022
2475 W,15:38:10,08-09-2022
2413 W,15:38:22,08-09-2022
2460 W,15:38:44,08-09-2022
517 W,15:38:53,08-09-2022
1971 W,15:39:09,08-09-2022
702 W,15:39:25,08-09-2022
0 W,15:39:40,08-09-2022
1648 W,15:41:24,08-09-2022
2386 W,15:41:39,08-09-2022
2307 W,15:41:55,08-09-2022
0 W,15:42:07,08-09-2022
1890 W,15:42:39,08-09-2022
614 W,15:42:54,08-09-2022
98 W,15:43:10,08-09-2022
0 W,15:43:22,08-09-2022
89 W,15:43:41,08-09-2022
773 W,15:43:54,08-09-2022
1503 W,15:44:09,08-09-2022
1459 W,15:44:25,08-09-2022
1368 W,15:44:41,08-09-2022
473 W,15:44:53,08-09-2022
0 W,15:45:12,08-09-2022
985 W,15:45:24,08-09-2022
1113 W,15:45:40,08-09-2022
1290 W,15:45:56,08-09-2022
0 W,15:46:08,08-09-2022
2639 W,15:46:46,08-09-2022
1052 W,15:46:55,08-09-2022
3492 W,15:47:11,08-09-2022
2043 W,15:47:30,08-09-2022
585 W,15:47:39,08-09-2022
540 W,15:47:55,08-09-2022
413 W,15:48:10,08-09-2022
397 W,15:48:29,08-09-2022
449 W,15:48:42,08-09-2022
525 W,15:48:54,08-09-2022
599 W,15:49:10,08-09-2022
691 W,15:49:32,08-09-2022
708 W,15:49:38,08-09-2022
545 W,15:49:57,08-09-2022
547 W,15:50:09,08-09-2022
828 W,15:50:41,08-09-2022
1018 W,15:50:56,08-09-2022
894 W,15:51:09,08-09-2022
1890 W,15:51:24,08-09-2022
2753 W,15:51:40,08-09-2022
741 W,15:51:56,08-09-2022
574 W,15:52:08,08-09-2022
568 W,15:52:27,08-09-2022
526 W,15:52:39,08-09-2022
385 W,15:52:55,08-09-2022
276 W,15:53:11,08-09-2022
330 W,15:53:23,08-09-2022
327 W,15:53:45,08-09-2022
379 W,15:53:54,08-09-2022
736 W,15:54:13,08-09-2022
845 W,15:54:26,08-09-2022
4293 W,15:54:38,08-09-2022
1993 W,15:54:57,08-09-2022
2316 W,15:55:09,08-09-2022
4745 W,15:55:28,08-09-2022
5370 W,15:55:41,08-09-2022
5627 W,15:55:56,08-09-2022
2864 W,15:56:12,08-09-2022
2051 W,15:56:25,08-09-2022
2156 W,15:56:40,08-09-2022
1039 W,15:56:56,08-09-2022
844 W,15:57:08,08-09-2022
1123 W,15:57:24,08-09-2022
937 W,15:57:40,08-09-2022
2719 W,15:57:55,08-09-2022
3164 W,15:58:08,08-09-2022
4389 W,15:58:27,08-09-2022
4961 W,15:58:39,08-09-2022
3729 W,15:58:55,08-09-2022
1294 W,15:59:10,08-09-2022
1933 W,15:59:29,08-09-2022
5365 W,15:59:42,08-09-2022
5276 W,15:59:54,08-09-2022
5165 W,16:00:10,08-09-2022
5075 W,16:00:25,08-09-2022
5035 W,16:00:41,08-09-2022
5003 W,16:00:54,08-09-2022
5113 W,16:01:12,08-09-2022
5107 W,16:01:25,08-09-2022
5163 W,16:01:37,08-09-2022
5110 W,16:01:56,08-09-2022
5122 W,16:02:09,08-09-2022
5104 W,16:02:30,08-09-2022
5072 W,16:02:40,08-09-2022
5202 W,16:02:52,08-09-2022
5203 W,16:03:11,08-09-2022
3521 W,16:03:24,08-09-2022
3457 W,16:03:39,08-09-2022
4967 W,16:03:55,08-09-2022
3334 W,16:04:11,08-09-2022
3850 W,16:04:23,08-09-2022
3291 W,16:04:42,08-09-2022
800 W,16:04:54,08-09-2022
5063 W,16:05:10,08-09-2022
4868 W,16:05:26,08-09-2022
5010 W,16:05:41,08-09-2022
4953 W,16:05:54,08-09-2022
3814 W,16:06:10,08-09-2022
4987 W,16:06:25,08-09-2022
4902 W,16:06:41,08-09-2022
4887 W,16:06:53,08-09-2022
4841 W,16:07:09,08-09-2022
4754 W,16:07:31,08-09-2022
4817 W,16:07:40,08-09-2022
4779 W,16:07:53,08-09-2022
4735 W,16:08:11,08-09-2022
4664 W,16:08:24,08-09-2022
4617 W,16:08:40,08-09-2022
4577 W,16:08:52,08-09-2022
4616 W,16:09:11,08-09-2022
3920 W,16:09:30,08-09-2022
4482 W,16:09:39,08-09-2022
4407 W,16:09:55,08-09-2022
4383 W,16:10:10,08-09-2022
4546 W,16:10:23,08-09-2022
4528 W,16:10:42,08-09-2022
4401 W,16:10:54,08-09-2022
4337 W,16:11:10,08-09-2022
3520 W,16:11:25,08-09-2022
4302 W,16:11:38,08-09-2022
4173 W,16:11:53,08-09-2022
4199 W,16:12:09,08-09-2022
4151 W,16:12:25,08-09-2022
4084 W,16:12:37,08-09-2022
4146 W,16:12:56,08-09-2022
4162 W,16:13:08,08-09-2022
4090 W,16:13:24,08-09-2022
4125 W,16:13:40,08-09-2022
4136 W,16:13:52,08-09-2022
4085 W,16:14:11,08-09-2022
4126 W,16:14:24,08-09-2022
4102 W,16:14:39,08-09-2022
4096 W,16:14:55,08-09-2022
4107 W,16:15:10,08-09-2022
4073 W,16:15:23,08-09-2022
4117 W,16:15:42,08-09-2022
4103 W,16:15:54,08-09-2022
4040 W,16:16:13,08-09-2022
4075 W,16:16:29,08-09-2022
4044 W,16:16:38,08-09-2022
4052 W,16:16:54,08-09-2022
4027 W,16:17:09,08-09-2022
4052 W,16:17:28,08-09-2022
4035 W,16:17:37,08-09-2022
4060 W,16:17:56,08-09-2022
4046 W,16:18:09,08-09-2022
4068 W,16:18:27,08-09-2022
4030 W,16:18:40,08-09-2022
3141 W,16:18:56,08-09-2022
4062 W,16:19:08,08-09-2022
4049 W,16:19:27,08-09-2022
3982 W,16:19:39,08-09-2022
4038 W,16:19:52,08-09-2022
4062 W,16:20:11,08-09-2022
3155 W,16:20:42,08-09-2022
4101 W,16:20:54,08-09-2022
4013 W,16:21:10,08-09-2022
4094 W,16:21:26,08-09-2022
4070 W,16:21:41,08-09-2022
4039 W,16:21:54,08-09-2022
4048 W,16:22:09,08-09-2022
3141 W,16:22:22,08-09-2022
3995 W,16:22:41,08-09-2022
4052 W,16:22:53,08-09-2022
4001 W,16:23:12,08-09-2022
3970 W,16:23:25,08-09-2022
3906 W,16:23:40,08-09-2022
3982 W,16:23:53,08-09-2022
3942 W,16:24:11,08-09-2022
3919 W,16:24:24,08-09-2022
3893 W,16:24:40,08-09-2022
3847 W,16:24:55,08-09-2022
3792 W,16:25:11,08-09-2022
3812 W,16:25:23,08-09-2022
3732 W,16:25:55,08-09-2022
3789 W,16:26:10,08-09-2022
3758 W,16:26:26,08-09-2022
4066 W,16:26:41,08-09-2022
4116 W,16:26:54,08-09-2022
4110 W,16:27:10,08-09-2022
4120 W,16:27:25,08-09-2022
4135 W,16:27:41,08-09-2022
4111 W,16:27:53,08-09-2022
4067 W,16:28:12,08-09-2022
4035 W,16:28:25,08-09-2022
4016 W,16:28:37,08-09-2022
4007 W,16:28:56,08-09-2022
3990 W,16:29:08,08-09-2022
3930 W,16:29:24,08-09-2022
3972 W,16:29:40,08-09-2022
3847 W,16:29:55,08-09-2022
3950 W,16:30:08,08-09-2022
3830 W,16:30:27,08-09-2022
3918 W,16:30:39,08-09-2022
3869 W,16:30:55,08-09-2022
3854 W,16:31:10,08-09-2022
3759 W,16:31:26,08-09-2022
3831 W,16:31:38,08-09-2022
3870 W,16:31:54,08-09-2022
3918 W,16:32:10,08-09-2022
3792 W,16:32:25,08-09-2022
3986 W,16:32:44,08-09-2022
4029 W,16:32:57,08-09-2022
3896 W,16:33:09,08-09-2022
3923 W,16:33:25,08-09-2022
3930 W,16:33:37,08-09-2022
3898 W,16:33:56,08-09-2022
3919 W,16:34:08,08-09-2022
3909 W,16:34:27,08-09-2022
3926 W,16:34:40,08-09-2022
3892 W,16:34:52,08-09-2022
3868 W,16:35:11,08-09-2022
3875 W,16:35:24,08-09-2022
3810 W,16:35:49,08-09-2022
3835 W,16:35:55,08-09-2022
3742 W,16:36:07,08-09-2022
3825 W,16:36:26,08-09-2022
3777 W,16:36:39,08-09-2022
3711 W,16:36:54,08-09-2022
3679 W,16:37:10,08-09-2022
3654 W,16:37:29,08-09-2022
3657 W,16:37:41,08-09-2022
3646 W,16:37:54,08-09-2022
3627 W,16:38:09,08-09-2022
3630 W,16:38:25,08-09-2022
3639 W,16:38:41,08-09-2022
3632 W,16:38:53,08-09-2022
3639 W,16:39:09,08-09-2022
3601 W,16:39:24,08-09-2022
3578 W,16:39:40,08-09-2022
3556 W,16:39:52,08-09-2022
3596 W,16:40:11,08-09-2022
3584 W,16:40:24,08-09-2022
3591 W,16:40:42,08-09-2022
3601 W,16:40:55,08-09-2022
3573 W,16:41:07,08-09-2022
1939 W,16:41:26,08-09-2022
3559 W,16:41:39,08-09-2022
3458 W,16:41:54,08-09-2022
3503 W,16:42:10,08-09-2022
3783 W,16:42:29,08-09-2022
3794 W,16:42:38,08-09-2022
3653 W,16:42:57,08-09-2022
3795 W,16:43:09,08-09-2022
3686 W,16:43:28,08-09-2022
3783 W,16:43:41,08-09-2022
3725 W,16:43:53,08-09-2022
3746 W,16:44:09,08-09-2022
3704 W,16:44:24,08-09-2022
3820 W,16:44:40,08-09-2022
3803 W,16:44:53,08-09-2022
3766 W,16:45:11,08-09-2022
3808 W,16:45:24,08-09-2022
3792 W,16:45:43,08-09-2022
3790 W,16:45:55,08-09-2022
3764 W,16:46:08,08-09-2022
3791 W,16:46:26,08-09-2022
3718 W,16:46:45,08-09-2022
3770 W,16:46:54,08-09-2022
3783 W,16:47:10,08-09-2022
3886 W,16:47:26,08-09-2022
3894 W,16:47:38,08-09-2022
3890 W,16:48:09,08-09-2022
3888 W,16:48:28,08-09-2022
3825 W,16:48:41,08-09-2022
3885 W,16:48:53,08-09-2022
3871 W,16:49:09,08-09-2022
3865 W,16:49:31,08-09-2022
3880 W,16:49:40,08-09-2022
3868 W,16:49:53,08-09-2022
3874 W,16:50:11,08-09-2022
3869 W,16:50:39,08-09-2022
3860 W,16:50:55,08-09-2022
3829 W,16:51:11,08-09-2022
3849 W,16:51:26,08-09-2022
3834 W,16:51:42,08-09-2022
3866 W,16:51:55,08-09-2022
3860 W,16:52:10,08-09-2022
3731 W,16:52:29,08-09-2022
3740 W,16:52:41,08-09-2022
3730 W,16:52:54,08-09-2022
3741 W,16:53:13,08-09-2022
3725 W,16:53:25,08-09-2022
3729 W,16:53:38,08-09-2022
3722 W,16:53:56,08-09-2022
3705 W,16:54:09,08-09-2022
3701 W,16:54:25,08-09-2022
3680 W,16:54:40,08-09-2022
3687 W,16:54:53,08-09-2022
3673 W,16:55:12,08-09-2022
3664 W,16:55:24,08-09-2022
3662 W,16:55:43,08-09-2022
3659 W,16:55:55,08-09-2022
3670 W,16:56:08,08-09-2022
3653 W,16:56:27,08-09-2022
3636 W,16:56:39,08-09-2022
3653 W,16:56:55,08-09-2022
3632 W,16:57:10,08-09-2022
3610 W,16:57:23,08-09-2022
3650 W,16:57:45,08-09-2022
3588 W,16:57:54,08-09-2022
3649 W,16:58:10,08-09-2022
3597 W,16:58:32,08-09-2022
3642 W,16:58:41,08-09-2022
3656 W,16:58:53,08-09-2022
3641 W,16:59:09,08-09-2022
3638 W,16:59:28,08-09-2022
3618 W,16:59:40,08-09-2022
3634 W,16:59:56,08-09-2022
3633 W,17:00:08,08-09-2022
3642 W,17:00:24,08-09-2022
3640 W,17:00:40,08-09-2022
3619 W,17:00:55,08-09-2022
3624 W,17:01:11,08-09-2022
3598 W,17:01:23,08-09-2022
3593 W,17:01:45,08-09-2022
3513 W,17:01:55,08-09-2022
3566 W,17:02:07,08-09-2022
3564 W,17:02:29,08-09-2022
3562 W,17:02:38,08-09-2022
3557 W,17:02:57,08-09-2022
3550 W,17:03:10,08-09-2022
3530 W,17:03:22,08-09-2022
3564 W,17:03:41,08-09-2022
3539 W,17:03:54,08-09-2022
3540 W,17:04:09,08-09-2022
3554 W,17:04:25,08-09-2022
3544 W,17:04:43,08-09-2022
3555 W,17:04:56,08-09-2022
3563 W,17:05:08,08-09-2022
3571 W,17:05:24,08-09-2022
3575 W,17:05:40,08-09-2022
3532 W,17:05:52,08-09-2022
3559 W,17:06:11,08-09-2022
3561 W,17:06:24,08-09-2022
3538 W,17:06:39,08-09-2022
3552 W,17:06:55,08-09-2022
3545 W,17:07:07,08-09-2022
3530 W,17:07:29,08-09-2022
3533 W,17:07:45,08-09-2022
3480 W,17:07:57,08-09-2022
3528 W,17:08:10,08-09-2022
3510 W,17:08:22,08-09-2022
3492 W,17:08:41,08-09-2022
3497 W,17:08:54,08-09-2022
3474 W,17:09:09,08-09-2022
3465 W,17:09:31,08-09-2022
3458 W,17:09:41,08-09-2022
3440 W,17:09:53,08-09-2022
3445 W,17:10:12,08-09-2022
3441 W,17:10:24,08-09-2022
3435 W,17:10:40,08-09-2022
3437 W,17:10:56,08-09-2022
3421 W,17:11:08,08-09-2022
3440 W,17:11:24,08-09-2022
3430 W,17:11:39,08-09-2022
3418 W,17:11:55,08-09-2022
3426 W,17:12:07,08-09-2022
3411 W,17:12:26,08-09-2022
3474 W,17:12:57,08-09-2022
3505 W,17:13:10,08-09-2022
3514 W,17:13:22,08-09-2022
3497 W,17:13:41,08-09-2022
3504 W,17:13:54,08-09-2022
3496 W,17:14:09,08-09-2022
3485 W,17:14:31,08-09-2022
3478 W,17:14:41,08-09-2022
3462 W,17:14:53,08-09-2022
3479 W,17:15:09,08-09-2022
3455 W,17:15:31,08-09-2022
3466 W,17:15:40,08-09-2022
3460 W,17:15:56,08-09-2022
3454 W,17:16:08,08-09-2022
3496 W,17:16:27,08-09-2022
3505 W,17:16:39,08-09-2022
3414 W,17:16:55,08-09-2022
2645 W,17:17:08,08-09-2022
3395 W,17:17:29,08-09-2022
3456 W,17:17:39,08-09-2022
3315 W,17:17:54,08-09-2022
2971 W,17:18:10,08-09-2022
3438 W,17:18:29,08-09-2022
3467 W,17:18:38,08-09-2022
2654 W,17:18:54,08-09-2022
3383 W,17:19:09,08-09-2022
3391 W,17:19:25,08-09-2022
3379 W,17:19:47,08-09-2022
3290 W,17:19:56,08-09-2022
3275 W,17:20:09,08-09-2022
3236 W,17:20:43,08-09-2022
3285 W,17:20:56,08-09-2022
3317 W,17:21:08,08-09-2022
3320 W,17:21:27,08-09-2022
3329 W,17:21:39,08-09-2022
3338 W,17:21:55,08-09-2022
3350 W,17:22:11,08-09-2022
3384 W,17:22:29,08-09-2022
3299 W,17:22:42,08-09-2022
3399 W,17:22:54,08-09-2022
3420 W,17:23:10,08-09-2022
3415 W,17:23:26,08-09-2022
3425 W,17:23:41,08-09-2022
3409 W,17:23:54,08-09-2022
3395 W,17:24:09,08-09-2022
3367 W,17:24:22,08-09-2022
3326 W,17:24:41,08-09-2022
3241 W,17:24:53,08-09-2022
3199 W,17:25:09,08-09-2022
3186 W,17:25:25,08-09-2022
3098 W,17:25:43,08-09-2022
3143 W,17:25:56,08-09-2022
3131 W,17:26:08,08-09-2022
3095 W,17:26:27,08-09-2022
2081 W,17:26:40,08-09-2022
3053 W,17:26:52,08-09-2022
3090 W,17:27:11,08-09-2022
3053 W,17:27:23,08-09-2022
3048 W,17:27:42,08-09-2022
3027 W,17:27:55,08-09-2022
3008 W,17:28:10,08-09-2022
2991 W,17:28:29,08-09-2022
2972 W,17:28:42,08-09-2022
2982 W,17:28:54,08-09-2022
2974 W,17:29:10,08-09-2022
2982 W,17:29:25,08-09-2022
2983 W,17:29:38,08-09-2022
2973 W,17:29:57,08-09-2022
2989 W,17:30:09,08-09-2022
2982 W,17:30:28,08-09-2022
3035 W,17:30:37,08-09-2022
3027 W,17:30:56,08-09-2022
3022 W,17:31:08,08-09-2022
3035 W,17:31:30,08-09-2022
2974 W,17:31:40,08-09-2022
2429 W,17:31:52,08-09-2022
2413 W,17:32:11,08-09-2022
2424 W,17:32:30,08-09-2022
2383 W,17:32:39,08-09-2022
2401 W,17:32:55,08-09-2022
2390 W,17:33:10,08-09-2022
2365 W,17:33:29,08-09-2022
2344 W,17:33:42,08-09-2022
2372 W,17:33:54,08-09-2022
2232 W,17:34:13,08-09-2022
2210 W,17:34:26,08-09-2022
2175 W,17:34:38,08-09-2022
2261 W,17:34:54,08-09-2022
2224 W,17:35:09,08-09-2022
2221 W,17:35:37,08-09-2022
2191 W,17:35:56,08-09-2022
2183 W,17:36:09,08-09-2022
2162 W,17:36:31,08-09-2022
2132 W,17:36:40,08-09-2022
2193 W,17:36:52,08-09-2022
2117 W,17:37:11,08-09-2022
2133 W,17:37:24,08-09-2022
2105 W,17:37:39,08-09-2022
2072 W,17:37:55,08-09-2022
2086 W,17:38:11,08-09-2022
2087 W,17:38:23,08-09-2022
2080 W,17:38:42,08-09-2022
2068 W,17:38:54,08-09-2022
2079 W,17:39:10,08-09-2022
2071 W,17:39:26,08-09-2022
2061 W,17:39:38,08-09-2022
2069 W,17:39:54,08-09-2022
2051 W,17:40:09,08-09-2022
2069 W,17:40:22,08-09-2022
2599 W,17:40:41,08-09-2022
2586 W,17:40:53,08-09-2022
2635 W,17:41:12,08-09-2022
2649 W,17:41:24,08-09-2022
2648 W,17:41:46,08-09-2022
2642 W,17:41:56,08-09-2022
2633 W,17:42:08,08-09-2022
2621 W,17:42:30,08-09-2022
2608 W,17:42:39,08-09-2022
2623 W,17:42:55,08-09-2022
2581 W,17:43:11,08-09-2022
2607 W,17:43:29,08-09-2022
2605 W,17:43:42,08-09-2022
2596 W,17:43:54,08-09-2022
2581 W,17:44:10,08-09-2022
2587 W,17:44:26,08-09-2022
2589 W,17:44:38,08-09-2022
2572 W,17:44:54,08-09-2022
2568 W,17:45:10,08-09-2022
2559 W,17:45:25,08-09-2022
2538 W,17:45:38,08-09-2022
2552 W,17:45:56,08-09-2022
2531 W,17:46:09,08-09-2022
2530 W,17:46:28,08-09-2022
2528 W,17:46:40,08-09-2022
2530 W,17:46:56,08-09-2022
2502 W,17:47:11,08-09-2022
2536 W,17:47:30,08-09-2022
2534 W,17:47:40,08-09-2022
2521 W,17:47:52,08-09-2022
2529 W,17:48:11,08-09-2022
2520 W,17:48:23,08-09-2022
2514 W,17:48:39,08-09-2022
2512 W,17:48:55,08-09-2022
2488 W,17:49:10,08-09-2022
2452 W,17:49:23,08-09-2022
2459 W,17:49:41,08-09-2022
2526 W,17:49:54,08-09-2022
2508 W,17:50:13,08-09-2022
2534 W,17:50:38,08-09-2022
2515 W,17:50:57,08-09-2022
2526 W,17:51:09,08-09-2022
2487 W,17:51:28,08-09-2022
2503 W,17:51:40,08-09-2022
2505 W,17:51:56,08-09-2022
2501 W,17:52:08,08-09-2022
2475 W,17:52:27,08-09-2022
2481 W,17:52:40,08-09-2022
2458 W,17:52:55,08-09-2022
2482 W,17:53:08,08-09-2022
2474 W,17:53:27,08-09-2022
2446 W,17:53:39,08-09-2022
2429 W,17:54:54,08-09-2022
2438 W,17:54:57,08-09-2022
2424 W,17:55:10,08-09-2022
2427 W,17:55:26,08-09-2022
2324 W,17:55:45,08-09-2022
2336 W,17:55:54,08-09-2022
2333 W,17:56:10,08-09-2022
2342 W,17:56:26,08-09-2022
2341 W,17:56:41,08-09-2022
2325 W,17:56:54,08-09-2022
2321 W,17:57:10,08-09-2022
2332 W,17:57:31,08-09-2022
2322 W,17:57:44,08-09-2022
2313 W,17:57:53,08-09-2022
2318 W,17:58:09,08-09-2022
2313 W,17:58:31,08-09-2022
2304 W,17:58:40,08-09-2022
2307 W,17:58:53,08-09-2022
2273 W,17:59:12,08-09-2022
2247 W,17:59:24,08-09-2022
2251 W,17:59:43,08-09-2022
2254 W,17:59:52,08-09-2022
2077 W,18:00:11,08-09-2022
2063 W,18:00:24,08-09-2022
2044 W,18:00:39,08-09-2022
2038 W,18:00:55,08-09-2022
2221 W,18:01:07,08-09-2022
2237 W,18:01:26,08-09-2022
2223 W,18:01:39,08-09-2022
2191 W,18:01:54,08-09-2022
2184 W,18:02:10,08-09-2022
2179 W,18:02:29,08-09-2022
2177 W,18:02:41,08-09-2022
2077 W,18:02:54,08-09-2022
2075 W,18:03:09,08-09-2022
2060 W,18:03:25,08-09-2022
2190 W,18:03:41,08-09-2022
1651 W,18:03:53,08-09-2022
2163 W,18:04:12,08-09-2022
2176 W,18:04:25,08-09-2022
2190 W,18:04:37,08-09-2022
2158 W,18:04:56,08-09-2022
2172 W,18:05:08,08-09-2022
2175 W,18:05:24,08-09-2022
2123 W,18:05:40,08-09-2022
2114 W,18:05:55,08-09-2022
2143 W,18:06:08,08-09-2022
2109 W,18:06:36,08-09-2022
2114 W,18:06:58,08-09-2022
2106 W,18:07:10,08-09-2022
2092 W,18:07:23,08-09-2022
2087 W,18:07:38,08-09-2022
2062 W,18:07:54,08-09-2022
2073 W,18:08:10,08-09-2022
2086 W,18:08:32,08-09-2022
2092 W,18:08:41,08-09-2022
2071 W,18:08:54,08-09-2022
2058 W,18:09:09,08-09-2022
2041 W,18:09:25,08-09-2022
2045 W,18:09:41,08-09-2022
2024 W,18:09:53,08-09-2022
2031 W,18:10:12,08-09-2022
2013 W,18:10:24,08-09-2022
2017 W,18:10:43,08-09-2022
2015 W,18:10:56,08-09-2022
2014 W,18:11:11,08-09-2022
2005 W,18:11:30,08-09-2022
2004 W,18:11:39,08-09-2022
1991 W,18:11:52,08-09-2022
1977 W,18:12:11,08-09-2022
1995 W,18:12:29,08-09-2022
1960 W,18:12:39,08-09-2022
1965 W,18:12:54,08-09-2022
1969 W,18:13:10,08-09-2022
1955 W,18:13:23,08-09-2022
1952 W,18:13:41,08-09-2022
1944 W,18:13:54,08-09-2022
1894 W,18:14:10,08-09-2022
1919 W,18:14:25,08-09-2022
1931 W,18:14:38,08-09-2022
1932 W,18:14:56,08-09-2022
1916 W,18:15:09,08-09-2022
1911 W,18:15:28,08-09-2022
1860 W,18:15:40,08-09-2022
1870 W,18:15:53,08-09-2022
1830 W,18:16:11,08-09-2022
1839 W,18:16:24,08-09-2022
1838 W,18:16:40,08-09-2022
1822 W,18:16:55,08-09-2022
1812 W,18:17:11,08-09-2022
1802 W,18:17:23,08-09-2022
1786 W,18:17:39,08-09-2022
1770 W,18:17:55,08-09-2022
1771 W,18:18:07,08-09-2022
1770 W,18:18:26,08-09-2022
1763 W,18:18:38,08-09-2022
1762 W,18:18:54,08-09-2022
1755 W,18:19:10,08-09-2022
1748 W,18:19:25,08-09-2022
1754 W,18:19:41,08-09-2022
1733 W,18:19:53,08-09-2022
1732 W,18:20:09,08-09-2022
1707 W,18:20:37,08-09-2022
1700 W,18:20:56,08-09-2022
1678 W,18:21:12,08-09-2022
1680 W,18:21:24,08-09-2022
1684 W,18:21:40,08-09-2022
1669 W,18:21:55,08-09-2022
1674 W,18:22:08,08-09-2022
1655 W,18:22:27,08-09-2022
1639 W,18:22:39,08-09-2022
1644 W,18:22:55,08-09-2022
1634 W,18:23:10,08-09-2022
1604 W,18:23:26,08-09-2022
1594 W,18:23:42,08-09-2022
1611 W,18:23:54,08-09-2022
1612 W,18:24:10,08-09-2022
1286 W,18:24:22,08-09-2022
1590 W,18:24:41,08-09-2022
1585 W,18:24:53,08-09-2022
1582 W,18:25:09,08-09-2022
1562 W,18:25:25,08-09-2022
1573 W,18:25:40,08-09-2022
1569 W,18:25:56,08-09-2022
1561 W,18:26:12,08-09-2022
1565 W,18:26:24,08-09-2022
1552 W,18:26:43,08-09-2022
1546 W,18:26:55,08-09-2022
1542 W,18:27:08,08-09-2022
1552 W,18:27:30,08-09-2022
1540 W,18:27:39,08-09-2022
1543 W,18:27:58,08-09-2022
1523 W,18:28:10,08-09-2022
1435 W,18:28:23,08-09-2022
1432 W,18:28:39,08-09-2022
1420 W,18:28:54,08-09-2022
1422 W,18:29:10,08-09-2022
1425 W,18:29:32,08-09-2022
1485 W,18:29:41,08-09-2022
1479 W,18:29:54,08-09-2022
1450 W,18:30:12,08-09-2022
1429 W,18:30:25,08-09-2022
1417 W,18:30:37,08-09-2022
1384 W,18:30:56,08-09-2022
1380 W,18:31:09,08-09-2022
1385 W,18:31:27,08-09-2022
1391 W,18:31:40,08-09-2022
1342 W,18:31:52,08-09-2022
1334 W,18:32:11,08-09-2022
1332 W,18:32:24,08-09-2022
1330 W,18:32:39,08-09-2022
1350 W,18:32:55,08-09-2022
1352 W,18:33:11,08-09-2022
1311 W,18:33:23,08-09-2022
1262 W,18:33:39,08-09-2022
1149 W,18:33:54,08-09-2022
1113 W,18:34:10,08-09-2022
1135 W,18:34:29,08-09-2022
1120 W,18:34:41,08-09-2022
1073 W,18:34:54,08-09-2022
1092 W,18:35:13,08-09-2022
1096 W,18:35:25,08-09-2022
1069 W,18:35:47,08-09-2022
1059 W,18:35:53,08-09-2022
1028 W,18:36:09,08-09-2022
1031 W,18:36:24,08-09-2022
1029 W,18:36:40,08-09-2022
1001 W,18:36:56,08-09-2022
964 W,18:37:11,08-09-2022
949 W,18:37:30,08-09-2022
979 W,18:37:40,08-09-2022
957 W,18:37:52,08-09-2022
944 W,18:38:11,08-09-2022
935 W,18:38:23,08-09-2022
912 W,18:38:39,08-09-2022
