Wert,Zeit,Datum
4928.1025 W,12:55:14,13-09-2022
5019.7925 W,12:55:33,13-09-2022
5073.529500000001 W,12:55:45,13-09-2022
5098.6125 W,12:56:01,13-09-2022
5089.9904 W,12:56:13,13-09-2022
4987.0476 W,12:56:32,13-09-2022
5087.302 W,12:56:48,13-09-2022
4952.4993125 W,12:57:00,13-09-2022
5036.70745 W,12:57:16,13-09-2022
5052.3633 W,12:57:32,13-09-2022
4892.9414424999995 W,12:57:44,13-09-2022
3428 W,12:58:03,13-09-2022
5084.177272727273 W,12:58:15,13-09-2022
5180.6625 W,12:58:28,13-09-2022
5203.620249999999 W,12:58:47,13-09-2022
4954.662549999999 W,12:58:59,13-09-2022
4923.83525 W,12:59:15,13-09-2022
5085.2046 W,12:59:31,13-09-2022
5074.7528 W,12:59:46,13-09-2022
5022.8931999999995 W,12:59:59,13-09-2022
5134.8426500000005 W,13:00:17,13-09-2022
4803.915300000001 W,13:00:30,13-09-2022
4639.6847 W,13:00:46,13-09-2022
4497.222 W,13:00:58,13-09-2022
4733.7575 W,13:01:17,13-09-2022
4944.1819000000005 W,13:01:29,13-09-2022
4315.293 W,13:01:45,13-09-2022
3541.3864999999996 W,13:02:01,13-09-2022
3903.795 W,13:02:13,13-09-2022
3690.6119999999996 W,13:02:32,13-09-2022
4421.0576 W,13:02:44,13-09-2022
4731.6272 W,13:03:00,13-09-2022
4483.711372499999 W,13:03:16,13-09-2022
4717.4335 W,13:03:28,13-09-2022
5018.420700000001 W,13:03:47,13-09-2022
5096.678 W,13:04:00,13-09-2022
4808.2675 W,13:04:18,13-09-2022
4345.9046 W,13:04:31,13-09-2022
4975.4339 W,13:04:43,13-09-2022
4783.781800000001 W,13:05:02,13-09-2022
5034.428750000001 W,13:05:15,13-09-2022
4962.6902 W,13:05:30,13-09-2022
5047.945 W,13:05:46,13-09-2022
5004.724 W,13:06:02,13-09-2022
4890.406080000001 W,13:06:14,13-09-2022
4950.0686000000005 W,13:06:33,13-09-2022
4930.34595 W,13:06:45,13-09-2022
5212.854399999999 W,13:07:04,13-09-2022
5278.574375 W,13:07:17,13-09-2022
5258.72 W,13:07:29,13-09-2022
5333.7786 W,13:07:45,13-09-2022
5345.6306725 W,13:08:01,13-09-2022
5414.7148 W,13:08:19,13-09-2022
5459.4049 W,13:08:32,13-09-2022
5447.918900000001 W,13:08:44,13-09-2022
5391.5272 W,13:09:03,13-09-2022
5380.088400000001 W,13:09:16,13-09-2022
5073.5054 W,13:09:28,13-09-2022
4585.404500000001 W,13:09:47,13-09-2022
4787.888 W,13:10:00,13-09-2022
4772.875 W,13:10:15,13-09-2022
4830.5535 W,13:10:31,13-09-2022
4685.3592 W,13:10:46,13-09-2022
5005.95074 W,13:10:59,13-09-2022
5394.37955 W,13:11:18,13-09-2022
5327.132749999999 W,13:11:33,13-09-2022
5445.396615000001 W,13:11:46,13-09-2022
5413.0178000000005 W,13:12:02,13-09-2022
5417.8252 W,13:12:14,13-09-2022
5147.02185 W,13:12:33,13-09-2022
5195.904750000001 W,13:12:45,13-09-2022
5042.20525 W,13:13:01,13-09-2022
4990.090749999999 W,13:13:17,13-09-2022
4958.63875 W,13:13:32,13-09-2022
4960.228 W,13:13:45,13-09-2022
4930.194 W,13:14:00,13-09-2022
4990.317849999999 W,13:14:16,13-09-2022
5281.79165 W,13:14:32,13-09-2022
4935.690425 W,13:14:47,13-09-2022
4817.8176 W,13:15:00,13-09-2022
4680.248 W,13:15:19,13-09-2022
4277.21345 W,13:15:31,13-09-2022
4582.2525000000005 W,13:15:44,13-09-2022
5028.368700000001 W,13:16:02,13-09-2022
5109.6633 W,13:16:15,13-09-2022
5248.654 W,13:16:31,13-09-2022
5257.628333333334 W,13:16:46,13-09-2022
5196.4692000000005 W,13:17:02,13-09-2022
5154.36375 W,13:17:18,13-09-2022
5175.99625 W,13:17:30,13-09-2022
5273.112499999999 W,13:17:46,13-09-2022
5323.6482 W,13:18:01,13-09-2022
5192.496799999999 W,13:18:14,13-09-2022
5220.0728 W,13:18:33,13-09-2022
5288.3850999999995 W,13:18:45,13-09-2022
5292.33555 W,13:18:58,13-09-2022
5396.7047999999995 W,13:19:16,13-09-2022
5505.8077 W,13:19:29,13-09-2022
5526.6522 W,13:19:45,13-09-2022
5539.463 W,13:20:00,13-09-2022
5513.757250000001 W,13:20:16,13-09-2022
5569.58 W,13:20:47,13-09-2022
5498.630000000001 W,13:21:00,13-09-2022
5606.335999999999 W,13:21:15,13-09-2022
5470.773999999999 W,13:21:31,13-09-2022
5157.831099999999 W,13:21:47,13-09-2022
5094.287399999999 W,13:21:59,13-09-2022
4891.527099999999 W,13:22:15,13-09-2022
4882.7893 W,13:22:31,13-09-2022
4525.435999999999 W,13:22:46,13-09-2022
4700.953 W,13:22:59,13-09-2022
4855.1324 W,13:23:18,13-09-2022
5322.5163 W,13:23:30,13-09-2022
4589.654600000001 W,13:23:46,13-09-2022
4143.2142 W,13:23:58,13-09-2022
4344.8568000000005 W,13:24:17,13-09-2022
4136.48575 W,13:24:30,13-09-2022
4634.85225 W,13:24:45,13-09-2022
4972.436749999999 W,13:25:01,13-09-2022
4437.92642 W,13:25:13,13-09-2022
4350.45 W,13:25:32,13-09-2022
4379.4195 W,13:25:45,13-09-2022
4720.03027375 W,13:26:00,13-09-2022
5358.350149999999 W,13:26:16,13-09-2022
5391.071599999999 W,13:26:32,13-09-2022
5500.67043 W,13:26:47,13-09-2022
5415.997600000001 W,13:27:00,13-09-2022
5288.8976 W,13:27:16,13-09-2022
4684.4686 W,13:27:28,13-09-2022
4127.8206 W,13:27:47,13-09-2022
4058.6835000000005 W,13:27:59,13-09-2022
4698.1623500000005 W,13:28:18,13-09-2022
4515.95 W,13:28:31,13-09-2022
4272.1785 W,13:28:43,13-09-2022
4365.4355 W,13:29:02,13-09-2022
4060.084749999999 W,13:29:14,13-09-2022
4763.25435 W,13:29:30,13-09-2022
5029.7377 W,13:29:46,13-09-2022
4915.006799999999 W,13:29:58,13-09-2022
4960.673 W,13:30:17,13-09-2022
5027.529199999999 W,13:30:30,13-09-2022
4802.273700000001 W,13:30:48,13-09-2022
4825.3157 W,13:31:01,13-09-2022
3090 W,13:31:13,13-09-2022
4628.982900000001 W,13:31:32,13-09-2022
4428.80125 W,13:31:45,13-09-2022
4495.9275 W,13:32:00,13-09-2022
4610.975 W,13:32:16,13-09-2022
4690.25475 W,13:32:32,13-09-2022
4941.017 W,13:32:44,13-09-2022
5030.478499999999 W,13:33:03,13-09-2022
5394.637807499999 W,13:33:16,13-09-2022
5485.194799999999 W,13:33:37,13-09-2022
5392.965999999999 W,13:33:47,13-09-2022
5064.8135999999995 W,13:33:59,13-09-2022
3761 W,13:34:15,13-09-2022
5146.659000000001 W,13:34:31,13-09-2022
3896.8537499999993 W,13:34:43,13-09-2022
3439.9316499999995 W,13:35:02,13-09-2022
3209.7918000000004 W,13:35:14,13-09-2022
3065.4756000000007 W,13:35:33,13-09-2022
3027.2589000000003 W,13:35:46,13-09-2022
3233.5379000000003 W,13:36:01,13-09-2022
3292.8002 W,13:36:17,13-09-2022
3204.0507000000007 W,13:36:30,13-09-2022
3046.0117500000006 W,13:36:45,13-09-2022
3164.5224000000003 W,13:36:58,13-09-2022
3400 W,13:37:17,13-09-2022
3615.25 W,13:37:29,13-09-2022
3710.175 W,13:37:45,13-09-2022
3893 W,13:38:00,13-09-2022
4116 W,13:38:16,13-09-2022
4785.975 W,13:38:32,13-09-2022
4535.4 W,13:38:44,13-09-2022
4382.6074 W,13:39:03,13-09-2022
4689.1322 W,13:39:15,13-09-2022
4296.550499999999 W,13:39:28,13-09-2022
3788.8750499999996 W,13:39:47,13-09-2022
3878.65225 W,13:39:59,13-09-2022
3990.022 W,13:40:15,13-09-2022
4045.8298571428572 W,13:40:31,13-09-2022
4240.7333 W,13:40:46,13-09-2022
4142.3889 W,13:41:02,13-09-2022
4368.9619999999995 W,13:41:14,13-09-2022
5138.8512 W,13:41:33,13-09-2022
5181.5749 W,13:41:46,13-09-2022
4513.4748 W,13:41:58,13-09-2022
5226.220300000001 W,13:42:17,13-09-2022
6324.0962 W,13:42:30,13-09-2022
5417.2124 W,13:42:45,13-09-2022
6238.904 W,13:43:01,13-09-2022
5507.30278125 W,13:43:16,13-09-2022
4940.5776000000005 W,13:43:32,13-09-2022
5384.3824 W,13:43:45,13-09-2022
5471.7152 W,13:44:00,13-09-2022
5427.688 W,13:44:16,13-09-2022
5357.9216 W,13:44:32,13-09-2022
5508.3766625 W,13:44:44,13-09-2022
5441.05875 W,13:45:00,13-09-2022
5638.2645 W,13:45:16,13-09-2022
6323.63075 W,13:45:31,13-09-2022
6149.76 W,13:45:44,13-09-2022
5604.127777777778 W,13:46:03,13-09-2022
5301.32025 W,13:46:15,13-09-2022
4681.011 W,13:46:31,13-09-2022
4690.3848 W,13:46:46,13-09-2022
4901.071599999999 W,13:46:59,13-09-2022
4228.8308 W,13:47:18,13-09-2022
4184.0178 W,13:47:30,13-09-2022
4085.7558999999997 W,13:47:46,13-09-2022
4321.0905999999995 W,13:48:01,13-09-2022
4477.94 W,13:48:14,13-09-2022
4407.9403999999995 W,13:48:36,13-09-2022
4056.4195 W,13:48:45,13-09-2022
3968.3998 W,13:49:04,13-09-2022
3898.21465 W,13:49:17,13-09-2022
4061.1866499999996 W,13:49:29,13-09-2022
4457.643 W,13:49:45,13-09-2022
4199.9131 W,13:50:00,13-09-2022
4098.16605 W,13:50:16,13-09-2022
4031.65355 W,13:50:47,13-09-2022
4194.4037499999995 W,13:51:00,13-09-2022
3955.87945 W,13:51:15,13-09-2022
3685 W,13:51:31,13-09-2022
3786 W,13:51:47,13-09-2022
3799 W,13:51:59,13-09-2022
3782 W,13:52:15,13-09-2022
3637 W,13:52:30,13-09-2022
3527 W,13:52:46,13-09-2022
3469 W,13:52:59,13-09-2022
3434 W,13:53:14,13-09-2022
3367 W,13:53:30,13-09-2022
3165 W,13:53:45,13-09-2022
3253 W,13:54:01,13-09-2022
3192 W,13:54:14,13-09-2022
3158 W,13:54:32,13-09-2022
3166 W,13:54:45,13-09-2022
3119 W,13:55:01,13-09-2022
3156 W,13:55:16,13-09-2022
3150 W,13:55:32,13-09-2022
3117 W,13:55:44,13-09-2022
3148 W,13:56:00,13-09-2022
3092 W,13:56:16,13-09-2022
3079 W,13:56:31,13-09-2022
3139 W,13:56:47,13-09-2022
3069 W,13:56:59,13-09-2022
3052 W,13:57:15,13-09-2022
3087 W,13:57:46,13-09-2022
3094 W,13:57:59,13-09-2022
3116 W,13:58:17,13-09-2022
3439 W,13:58:30,13-09-2022
3171 W,13:58:46,13-09-2022
3119 W,13:58:58,13-09-2022
3113 W,13:59:17,13-09-2022
3154 W,13:59:29,13-09-2022
3174 W,13:59:48,13-09-2022
3161 W,14:00:01,13-09-2022
3164 W,14:00:13,13-09-2022
3161 W,14:00:32,13-09-2022
3193 W,14:00:44,13-09-2022
3282 W,14:01:03,13-09-2022
3432 W,14:01:16,13-09-2022
3627 W,14:01:31,13-09-2022
3574 W,14:01:47,13-09-2022
3953 W,14:02:00,13-09-2022
4235 W,14:02:15,13-09-2022
4148 W,14:02:31,13-09-2022
4348 W,14:02:46,13-09-2022
4716 W,14:03:02,13-09-2022
3677 W,14:03:15,13-09-2022
3606 W,14:03:33,13-09-2022
3302 W,14:03:46,13-09-2022
3079 W,14:04:02,13-09-2022
3189 W,14:04:14,13-09-2022
3329 W,14:04:30,13-09-2022
3769 W,14:04:45,13-09-2022
4292 W,14:05:01,13-09-2022
4217 W,14:05:13,13-09-2022
3850 W,14:05:32,13-09-2022
3674 W,14:05:45,13-09-2022
4327 W,14:06:00,13-09-2022
3864 W,14:06:16,13-09-2022
4093 W,14:06:32,13-09-2022
4181 W,14:06:47,13-09-2022
3839 W,14:07:00,13-09-2022
3732 W,14:07:15,13-09-2022
3642 W,14:07:31,13-09-2022
4459 W,14:07:47,13-09-2022
4464 W,14:08:02,13-09-2022
4287 W,14:08:15,13-09-2022
4465 W,14:08:34,13-09-2022
4375 W,14:08:46,13-09-2022
5196 W,14:08:59,13-09-2022
5646 W,14:09:17,13-09-2022
5888 W,14:09:30,13-09-2022
5243 W,14:09:45,13-09-2022
6613 W,14:10:01,13-09-2022
6426 W,14:10:14,13-09-2022
6348 W,14:10:32,13-09-2022
6302 W,14:10:45,13-09-2022
6210 W,14:11:01,13-09-2022
5915 W,14:11:16,13-09-2022
6077 W,14:11:32,13-09-2022
6016 W,14:11:44,13-09-2022
6131 W,14:12:03,13-09-2022
6141 W,14:12:16,13-09-2022
6132 W,14:12:31,13-09-2022
6147 W,14:12:47,13-09-2022
6124 W,14:12:59,13-09-2022
6058 W,14:13:15,13-09-2022
6080 W,14:13:31,13-09-2022
6234 W,14:13:46,13-09-2022
6273 W,14:14:02,13-09-2022
6186 W,14:14:14,13-09-2022
6306 W,14:14:30,13-09-2022
6297 W,14:14:46,13-09-2022
6200 W,14:15:01,13-09-2022
6102 W,14:15:17,13-09-2022
5900 W,14:15:30,13-09-2022
5788 W,14:15:45,13-09-2022
5336 W,14:16:01,13-09-2022
4940 W,14:16:16,13-09-2022
5638 W,14:16:32,13-09-2022
6333 W,14:16:45,13-09-2022
6399 W,14:17:00,13-09-2022
6099 W,14:17:16,13-09-2022
6626 W,14:17:28,13-09-2022
6660 W,14:17:47,13-09-2022
6665 W,14:18:00,13-09-2022
6633 W,14:18:15,13-09-2022
6649 W,14:18:31,13-09-2022
6693 W,14:18:47,13-09-2022
6685 W,14:18:59,13-09-2022
6675 W,14:19:18,13-09-2022
6643 W,14:19:30,13-09-2022
6604 W,14:19:49,13-09-2022
6485 W,14:20:02,13-09-2022
6326 W,14:20:14,13-09-2022
6261 W,14:20:33,13-09-2022
6420 W,14:20:45,13-09-2022
6436 W,14:21:04,13-09-2022
6259 W,14:21:17,13-09-2022
5906 W,14:21:29,13-09-2022
5957 W,14:21:45,13-09-2022
5787 W,14:22:00,13-09-2022
5956 W,14:22:16,13-09-2022
5566 W,14:22:29,13-09-2022
5415 W,14:22:47,13-09-2022
4532 W,14:23:00,13-09-2022
4474 W,14:23:15,13-09-2022
4324 W,14:23:31,13-09-2022
4527 W,14:23:47,13-09-2022
4238 W,14:23:59,13-09-2022
4147 W,14:24:15,13-09-2022
4193 W,14:24:31,13-09-2022
4061 W,14:24:46,13-09-2022
3995 W,14:25:02,13-09-2022
4282 W,14:25:14,13-09-2022
5118 W,14:25:30,13-09-2022
6888 W,14:25:46,13-09-2022
6638 W,14:26:01,13-09-2022
6062 W,14:26:14,13-09-2022
6083 W,14:26:32,13-09-2022
6402 W,14:26:45,13-09-2022
6429 W,14:27:01,13-09-2022
5472 W,14:27:13,13-09-2022
4878 W,14:27:32,13-09-2022
5210 W,14:27:44,13-09-2022
4966 W,14:28:00,13-09-2022
4215 W,14:28:16,13-09-2022
4065 W,14:28:31,13-09-2022
4554 W,14:28:47,13-09-2022
4015 W,14:28:59,13-09-2022
3770 W,14:29:15,13-09-2022
3633 W,14:29:31,13-09-2022
3523 W,14:29:46,13-09-2022
3499 W,14:30:02,13-09-2022
3501 W,14:30:14,13-09-2022
3496 W,14:30:30,13-09-2022
3616 W,14:31:01,13-09-2022
3658 W,14:31:17,13-09-2022
3573 W,14:31:36,13-09-2022
3510 W,14:31:45,13-09-2022
3508 W,14:32:01,13-09-2022
3509 W,14:32:16,13-09-2022
3579 W,14:32:29,13-09-2022
3516 W,14:32:48,13-09-2022
3512 W,14:33:00,13-09-2022
3618 W,14:33:16,13-09-2022
3592 W,14:33:31,13-09-2022
3576 W,14:33:44,13-09-2022
3858 W,14:34:03,13-09-2022
3706 W,14:34:15,13-09-2022
3652 W,14:34:31,13-09-2022
4360 W,14:34:46,13-09-2022
4738 W,14:35:02,13-09-2022
6306 W,14:35:18,13-09-2022
5876 W,14:35:30,13-09-2022
6275 W,14:35:46,13-09-2022
5586 W,14:36:01,13-09-2022
5231 W,14:36:14,13-09-2022
5563 W,14:36:33,13-09-2022
4867 W,14:36:45,13-09-2022
4960 W,14:37:01,13-09-2022
4097 W,14:37:16,13-09-2022
5093 W,14:37:29,13-09-2022
5060 W,14:37:48,13-09-2022
4711 W,14:38:00,13-09-2022
4950 W,14:38:19,13-09-2022
5697 W,14:38:32,13-09-2022
5598 W,14:38:44,13-09-2022
5118 W,14:39:00,13-09-2022
4635 W,14:39:15,13-09-2022
5485 W,14:39:31,13-09-2022
5950 W,14:39:43,13-09-2022
4869 W,14:40:02,13-09-2022
5284 W,14:40:15,13-09-2022
4880 W,14:40:30,13-09-2022
5491 W,14:40:46,13-09-2022
4926 W,14:41:02,13-09-2022
4456 W,14:41:14,13-09-2022
4528 W,14:41:33,13-09-2022
4018 W,14:41:45,13-09-2022
4108 W,14:42:01,13-09-2022
4663 W,14:42:14,13-09-2022
3636 W,14:42:32,13-09-2022
3356 W,14:42:51,13-09-2022
3185 W,14:43:00,13-09-2022
3031 W,14:43:19,13-09-2022
3040 W,14:43:32,13-09-2022
3048 W,14:43:44,13-09-2022
3043 W,14:44:00,13-09-2022
4149 W,14:45:20,13-09-2022
3963 W,14:45:33,13-09-2022
3723 W,14:45:48,13-09-2022
3293 W,14:46:17,13-09-2022
3215 W,14:46:32,13-09-2022
3019 W,14:46:45,13-09-2022
2937 W,14:47:00,13-09-2022
3141 W,14:47:16,13-09-2022
3223 W,14:47:32,13-09-2022
3217 W,14:47:44,13-09-2022
3025 W,14:48:03,13-09-2022
3130 W,14:48:15,13-09-2022
3519 W,14:48:28,13-09-2022
3490 W,14:48:47,13-09-2022
3567 W,14:48:59,13-09-2022
3389 W,14:49:15,13-09-2022
3349 W,14:49:31,13-09-2022
3240 W,14:49:46,13-09-2022
3430 W,14:49:59,13-09-2022
3053 W,14:50:17,13-09-2022
2809 W,14:50:49,13-09-2022
2742 W,14:51:01,13-09-2022
2789 W,14:51:14,13-09-2022
2743 W,14:51:33,13-09-2022
2702 W,14:51:45,13-09-2022
2693 W,14:52:01,13-09-2022
2691 W,14:52:16,13-09-2022
2660 W,14:52:29,13-09-2022
2677 W,14:52:48,13-09-2022
2685 W,14:53:00,13-09-2022
2723 W,14:53:16,13-09-2022
2745 W,14:53:28,13-09-2022
2757 W,14:53:47,13-09-2022
2752 W,14:53:59,13-09-2022
2757 W,14:54:15,13-09-2022
2802 W,14:54:31,13-09-2022
2831 W,14:54:46,13-09-2022
2853 W,14:54:59,13-09-2022
2877 W,14:55:18,13-09-2022
2848 W,14:55:30,13-09-2022
2895 W,14:55:49,13-09-2022
2869 W,14:56:02,13-09-2022
2867 W,14:56:17,13-09-2022
2861 W,14:56:30,13-09-2022
2854 W,14:56:45,13-09-2022
2851 W,14:57:01,13-09-2022
2843 W,14:57:13,13-09-2022
2839 W,14:57:32,13-09-2022
2827 W,14:57:45,13-09-2022
2826 W,14:58:00,13-09-2022
2823 W,14:58:16,13-09-2022
2802 W,14:58:32,13-09-2022
2808 W,14:58:47,13-09-2022
2810 W,14:59:00,13-09-2022
2838 W,14:59:31,13-09-2022
2852 W,14:59:47,13-09-2022
2797 W,14:59:59,13-09-2022
2780 W,15:00:18,13-09-2022
2775 W,15:00:30,13-09-2022
2762 W,15:00:43,13-09-2022
2759 W,15:01:02,13-09-2022
2753 W,15:01:17,13-09-2022
2755 W,15:01:33,13-09-2022
2752 W,15:01:45,13-09-2022
2754 W,15:02:01,13-09-2022
2750 W,15:02:17,13-09-2022
2754 W,15:02:29,13-09-2022
2764 W,15:02:45,13-09-2022
2787 W,15:03:01,13-09-2022
2845 W,15:03:16,13-09-2022
2930 W,15:03:32,13-09-2022
3036 W,15:03:47,13-09-2022
3053 W,15:04:00,13-09-2022
2991 W,15:04:16,13-09-2022
2966 W,15:04:31,13-09-2022
2948 W,15:04:44,13-09-2022
3034 W,15:05:03,13-09-2022
3189 W,15:05:15,13-09-2022
3096 W,15:05:31,13-09-2022
3038 W,15:05:43,13-09-2022
2940 W,15:06:02,13-09-2022
2920 W,15:06:14,13-09-2022
2968 W,15:06:33,13-09-2022
2915 W,15:06:46,13-09-2022
2899 W,15:06:58,13-09-2022
2923 W,15:07:17,13-09-2022
2933 W,15:07:29,13-09-2022
2913 W,15:07:45,13-09-2022
2917 W,15:08:01,13-09-2022
2913 W,15:08:16,13-09-2022
3017 W,15:08:29,13-09-2022
3015 W,15:08:48,13-09-2022
2915 W,15:09:00,13-09-2022
2876 W,15:09:19,13-09-2022
2835 W,15:09:31,13-09-2022
2781 W,15:09:47,13-09-2022
2741 W,15:10:00,13-09-2022
2713 W,15:10:15,13-09-2022
2706 W,15:10:28,13-09-2022
2666 W,15:10:47,13-09-2022
2652 W,15:10:59,13-09-2022
2642 W,15:11:15,13-09-2022
2626 W,15:11:30,13-09-2022
2637 W,15:11:46,13-09-2022
2668 W,15:11:58,13-09-2022
2681 W,15:12:17,13-09-2022
2690 W,15:12:30,13-09-2022
2710 W,15:12:45,13-09-2022
2746 W,15:13:01,13-09-2022
2844 W,15:13:13,13-09-2022
3044 W,15:13:32,13-09-2022
3216 W,15:13:45,13-09-2022
3452 W,15:14:00,13-09-2022
3587 W,15:14:16,13-09-2022
3569 W,15:14:32,13-09-2022
3514 W,15:14:44,13-09-2022
3539 W,15:15:00,13-09-2022
3463 W,15:15:15,13-09-2022
3373 W,15:15:31,13-09-2022
3606 W,15:15:44,13-09-2022
3512 W,15:16:02,13-09-2022
3355 W,15:16:18,13-09-2022
3580 W,15:16:30,13-09-2022
3928 W,15:16:46,13-09-2022
4140 W,15:17:02,13-09-2022
4242 W,15:17:14,13-09-2022
3868 W,15:17:30,13-09-2022
4069 W,15:17:45,13-09-2022
3979 W,15:18:01,13-09-2022
3892 W,15:18:17,13-09-2022
3785 W,15:18:29,13-09-2022
3845 W,15:18:45,13-09-2022
3801 W,15:19:01,13-09-2022
3816 W,15:19:16,13-09-2022
3757 W,15:19:29,13-09-2022
3715 W,15:19:47,13-09-2022
3505 W,15:20:00,13-09-2022
3433 W,15:20:16,13-09-2022
3533 W,15:20:47,13-09-2022
3671 W,15:21:02,13-09-2022
3732 W,15:21:15,13-09-2022
3684 W,15:21:31,13-09-2022
3696 W,15:21:46,13-09-2022
3628 W,15:21:59,13-09-2022
3615 W,15:22:17,13-09-2022
3445 W,15:22:30,13-09-2022
3339 W,15:22:46,13-09-2022
3563 W,15:22:58,13-09-2022
3654 W,15:23:17,13-09-2022
3705 W,15:23:29,13-09-2022
3714 W,15:23:45,13-09-2022
3659 W,15:24:01,13-09-2022
3643 W,15:24:13,13-09-2022
3431 W,15:24:32,13-09-2022
3625 W,15:24:44,13-09-2022
3604 W,15:25:00,13-09-2022
3647 W,15:25:16,13-09-2022
3779 W,15:25:31,13-09-2022
3902 W,15:25:44,13-09-2022
3963 W,15:25:59,13-09-2022
3969 W,15:26:15,13-09-2022
3881 W,15:26:31,13-09-2022
3769 W,15:26:46,13-09-2022
3747 W,15:27:02,13-09-2022
3640 W,15:27:18,13-09-2022
3413 W,15:27:30,13-09-2022
3495 W,15:27:46,13-09-2022
3664 W,15:28:01,13-09-2022
3456 W,15:28:17,13-09-2022
3585 W,15:28:30,13-09-2022
3671 W,15:28:45,13-09-2022
3719 W,15:29:01,13-09-2022
3907 W,15:29:13,13-09-2022
3871 W,15:29:32,13-09-2022
3547 W,15:29:45,13-09-2022
3457 W,15:30:00,13-09-2022
3793 W,15:30:16,13-09-2022
3762 W,15:30:31,13-09-2022
3784 W,15:30:47,13-09-2022
3757 W,15:31:00,13-09-2022
3822 W,15:31:15,13-09-2022
3908 W,15:31:28,13-09-2022
3894 W,15:31:47,13-09-2022
3837 W,15:31:59,13-09-2022
3855 W,15:32:15,13-09-2022
3883 W,15:32:30,13-09-2022
3686 W,15:32:46,13-09-2022
3648 W,15:32:59,13-09-2022
3705 W,15:33:17,13-09-2022
3745 W,15:33:30,13-09-2022
3772 W,15:33:45,13-09-2022
3691 W,15:34:01,13-09-2022
3554 W,15:34:14,13-09-2022
3412 W,15:34:32,13-09-2022
3431 W,15:34:45,13-09-2022
3379 W,15:35:01,13-09-2022
3470 W,15:35:16,13-09-2022
3405 W,15:35:32,13-09-2022
3436 W,15:35:44,13-09-2022
3435 W,15:36:00,13-09-2022
3438 W,15:36:16,13-09-2022
3313 W,15:36:31,13-09-2022
3412 W,15:36:47,13-09-2022
3433 W,15:36:59,13-09-2022
3420 W,15:37:15,13-09-2022
3343 W,15:37:31,13-09-2022
3249 W,15:37:46,13-09-2022
3127 W,15:38:02,13-09-2022
3124 W,15:38:14,13-09-2022
3091 W,15:38:33,13-09-2022
2969 W,15:38:46,13-09-2022
2946 W,15:38:58,13-09-2022
3049 W,15:39:17,13-09-2022
2898 W,15:39:30,13-09-2022
2931 W,15:39:45,13-09-2022
2861 W,15:40:07,13-09-2022
2807 W,15:40:16,13-09-2022
2840 W,15:40:29,13-09-2022
2798 W,15:40:48,13-09-2022
2700 W,15:41:00,13-09-2022
2709 W,15:41:16,13-09-2022
2681 W,15:41:32,13-09-2022
2639 W,15:41:47,13-09-2022
2685 W,15:42:00,13-09-2022
2758 W,15:42:15,13-09-2022
2712 W,15:42:28,13-09-2022
2686 W,15:42:47,13-09-2022
2723 W,15:42:59,13-09-2022
2646 W,15:43:15,13-09-2022
2651 W,15:43:30,13-09-2022
2551 W,15:43:46,13-09-2022
2518 W,15:43:58,13-09-2022
2491 W,15:44:17,13-09-2022
2479 W,15:44:30,13-09-2022
2459 W,15:44:45,13-09-2022
2489 W,15:45:01,13-09-2022
2449 W,15:45:14,13-09-2022
2420 W,15:45:32,13-09-2022
2409 W,15:45:45,13-09-2022
2422 W,15:46:04,13-09-2022
2485 W,15:46:19,13-09-2022
2463 W,15:46:32,13-09-2022
2439 W,15:46:44,13-09-2022
2443 W,15:47:03,13-09-2022
2413 W,15:47:16,13-09-2022
2393 W,15:47:31,13-09-2022
2430 W,15:47:47,13-09-2022
2432 W,15:48:02,13-09-2022
2378 W,15:48:15,13-09-2022
2368 W,15:48:31,13-09-2022
2370 W,15:48:46,13-09-2022
2299 W,15:48:59,13-09-2022
2302 W,15:49:18,13-09-2022
2274 W,15:49:30,13-09-2022
2262 W,15:49:49,13-09-2022
2222 W,15:50:01,13-09-2022
2241 W,15:50:14,13-09-2022
2169 W,15:50:48,13-09-2022
2143 W,15:51:01,13-09-2022
2128 W,15:51:13,13-09-2022
2125 W,15:51:32,13-09-2022
2138 W,15:51:44,13-09-2022
2130 W,15:52:00,13-09-2022
2122 W,15:52:16,13-09-2022
2126 W,15:52:28,13-09-2022
2112 W,15:52:47,13-09-2022
2122 W,15:53:15,13-09-2022
2118 W,15:53:31,13-09-2022
2098 W,15:53:46,13-09-2022
2092 W,15:53:59,13-09-2022
2076 W,15:54:18,13-09-2022
2065 W,15:54:30,13-09-2022
2063 W,15:54:49,13-09-2022
2043 W,15:55:01,13-09-2022
2031 W,15:55:14,13-09-2022
2032 W,15:55:33,13-09-2022
2044 W,15:55:45,13-09-2022
2059 W,15:56:01,13-09-2022
2057 W,15:56:13,13-09-2022
2060 W,15:56:32,13-09-2022
2071 W,15:56:45,13-09-2022
2094 W,15:57:03,13-09-2022
2116 W,15:57:16,13-09-2022
2093 W,15:57:28,13-09-2022
2111 W,15:57:47,13-09-2022
2098 W,15:58:00,13-09-2022
2078 W,15:58:15,13-09-2022
2074 W,15:58:31,13-09-2022
2061 W,15:58:47,13-09-2022
2070 W,15:58:59,13-09-2022
2056 W,15:59:18,13-09-2022
2047 W,15:59:30,13-09-2022
2057 W,15:59:46,13-09-2022
2066 W,16:00:02,13-09-2022
2079 W,16:00:14,13-09-2022
2082 W,16:00:30,13-09-2022
2079 W,16:00:46,13-09-2022
2083 W,16:01:01,13-09-2022
2086 W,16:01:14,13-09-2022
